"","logFC","AveExpr","t","P.Value","adj.P.Val"
"CLEC4G",-4.89897943454887,-3.59484325186417,-25.6240290973005,2.0606720486394e-117,1.58995567638591e-115
"CORO6",-4.32155350013835,1.70465147109642,-25.6157891210581,2.36911053075353e-117,1.81927478340282e-115
"RNPC3",-2.59912064319356,3.91933914980999,-25.5969268704378,3.26008194468971e-117,2.49165602593431e-115
"PRDM8",-3.36047030368093,0.533959798039142,-25.5921162405183,3.53657526341674e-117,2.69028774615687e-115
"PLEKHH2",-3.50092913565755,2.99168809571932,-25.5442465109883,7.94827790459617e-117,6.01803490131644e-115
"EBF1",-3.15783134422413,3.5301487586393,-25.5400491569082,8.53297024259766e-117,6.43068450422372e-115
"GOLGA6L3",-4.65911288195222,-3.88694639322801,-25.4568095143476,3.48427980300637e-116,2.61369378000519e-114
"NLGN4Y",-5.46965925377014,-5.41290341878605,-25.4300299383825,5.47708636603894e-116,4.08964195340686e-114
"EBF2",-3.31787934816013,1.98958421243583,-25.4269310304746,5.77134105493704e-116,4.28958895014426e-114
"HHATL",-4.68089742404669,-4.19540369372266,-25.3773496477081,1.33284848142279e-115,9.86125294269105e-114
"TSPYL2",-2.80161813958962,5.07232029103769,-25.3252145598724,3.21187332933503e-115,2.36554470705525e-113
"LIPF",-4.98967595927895,-5.03859655041964,-25.3137860603733,3.89454948740972e-115,2.85535680291854e-113
"LHCGR",-4.81831954700325,-4.68841959611827,-25.2880214156306,6.01317990969851e-115,4.38880874220022e-113
"ANGPTL4",-4.2883477009344,3.67073185109542,-25.2020549280796,2.55910272678185e-114,1.85942338484513e-112
"GOLGA8N",-2.8912644583779,3.04077592231603,-25.1770461265255,3.89883202561905e-114,2.82021318353149e-112
"CASP12",-4.06311569265709,-2.95246959376849,-25.1510576590338,6.03781917135345e-114,4.34803484593066e-112
"ADGRG3",-4.21649898772589,-1.16821428214451,-25.1265163477189,9.12407186046096e-114,6.54147505995792e-112
"CTRC",-4.21118189906768,-4.31003344340265,-25.0466020038248,3.49678450135336e-113,2.4959647257898e-111
"LCNL1",-4.74101752233072,-3.4767405638598,-25.0356610861631,4.20245848193343e-113,2.9865102974898e-111
"LMOD1",-3.61053222970137,4.68389907389982,-25.0238344626061,5.12610700168172e-113,3.62700051302397e-111
"SYNE3",-3.30073120640058,3.86143834660563,-25.0172078153099,5.72965010832775e-113,4.03641394370585e-111
"PLCXD3",-4.82585388550344,-0.578272811300795,-24.9664424381873,1.34372552578234e-112,9.4252747594161e-111
"FGF17",-4.38150620891199,-3.74851846859967,-24.9354547059014,2.2602088087968e-112,1.5785415227989e-110
"C10orf142",-4.10095181167762,-4.25868762060421,-24.8154813820747,1.68891480667394e-111,1.17448440397158e-109
"CELF6",-3.54721995549753,0.645206775176759,-24.7833855204535,2.8909083793404e-111,2.00176873805352e-109
"LENG8",-3.13291856635707,7.03498650642771,-24.77793263657,3.16724498346538e-111,2.18378172200381e-109
"HBA2",-4.48145840482904,1.95203274261209,-24.7622590994073,4.11742255941804e-111,2.82688973433265e-109
"SBK3",-4.03773317636838,-4.25941026507221,-24.7588699905372,4.35773047143678e-111,2.97925345268735e-109
"SLC19A3",-5.13814983269461,1.04100982095175,-24.6632546243688,2.1567048112767e-110,1.46828101080321e-108
"GOLGA8A",-3.97675001973377,4.98036461923107,-24.6322599928272,3.62016034284342e-110,2.45428694707498e-108
"AMY2A",-5.05372419807502,-4.83238493980177,-24.5548207377701,1.31914383435807e-109,8.9058698117099e-108
"EGFL8",-3.02505571456022,2.50739462016374,-24.4344641535701,9.8137269577112e-109,6.59800074256409e-107
"ST6GALNAC3",-3.08632193322384,1.50069034966024,-24.4276416333871,1.09949263481107e-108,7.36160295943959e-107
"GPBAR1",-3.84595703104306,-0.511238513034621,-24.3569779402933,3.56554730894965e-108,2.37747173032556e-106
"RERGL",-4.96892574511815,-0.765475786716848,-24.3218375197436,6.39750099275176e-108,4.24830772891626e-106
"FRMD1",-4.74956906830142,-2.67012356321235,-24.2380000979421,2.57742294916474e-107,1.70457077735985e-105
"S1PR1",-3.27821735368869,4.6905158339889,-24.2140128671556,3.83880400582872e-107,2.52846102871718e-105
"AVPR2",-4.0422973940236,-0.487846395951557,-24.1871317688832,5.99796601949744e-107,3.93461714226385e-105
"LILRB5",-3.68743837573601,1.57530783395244,-24.1686951839208,8.14484720224537e-107,5.32140964588636e-105
