"","logFC","AveExpr","t","P.Value","adj.P.Val"
"SYT10",-4.07736996918134,-3.5273668243158,-16.6867559124403,9.53018235289623e-52,7.10826324133626e-50
"TRIM63",-3.86439782820878,-2.88826709880099,-16.668276755397,1.17551377236777e-51,8.7268164960779e-50
"GRIP2",-3.80212513471829,1.80975438101636,-16.6560843666257,1.34999712388051e-51,9.97553688701848e-50
"TMEM132C",-4.45565693145656,-1.06969484699877,-16.6496502788985,1.45226176873313e-51,1.06815197777145e-49
"NFATC4",-2.99393012067659,4.28066309465698,-16.6422018908383,1.58034108520209e-51,1.15699902399104e-49
"AFF3",-3.50369573627775,2.2729314967928,-16.627458176922,1.86806225989093e-51,1.36137179462785e-49
"APOBEC2",-4.03867590603737,-0.250328119568622,-16.5714590394683,3.52439907054167e-51,2.55671817505459e-49
"PKHD1L1",-3.96358397132429,-0.261127038107733,-16.5572785357358,4.13852773200916e-51,2.98858136720134e-49
"FGF17",-3.638756862133,-2.35392994478834,-16.5353028808883,5.30777814921364e-51,3.81559599350937e-49
"PTF1A",-4.5716737175824,-4.30520934689055,-16.5181529597802,6.44485482995339e-51,4.61213552628241e-49
"TRIM15",7.30938421501832,1.4258934848034,16.508984574203,7.14936485109537e-51,5.09336140759427e-49
"TOP2A",4.60033779588902,5.98098957574784,16.4123362864559,2.13136499561556e-50,1.51165159309573e-48
"SORCS3",-4.28393817725313,-2.95829435564714,-16.3915709945115,2.69433020007387e-50,1.90243661726994e-48
"SMARCD3",-2.79294649690362,3.84004893543899,-16.3743108232354,3.27360055853257e-50,2.30122531298261e-48
"ADGRD1",-3.52935569030649,3.2752086618219,-16.3633640894122,3.70380253601454e-50,2.59217228588824e-48
"CHIA",-9.56758009513464,-2.43998367120785,-16.3481150012005,4.39868625738169e-50,3.06499686715013e-48
"EXO1",4.39146925797422,2.10691966135534,16.345331700409,4.53889487579924e-50,3.14888309571277e-48
"RANBP3L",-3.7971148565351,-1.58604442389092,-16.3370782281356,4.98143427844122e-50,3.44087158180851e-48
"LIFR",-3.42750521662186,4.70682017109742,-16.324449395484,5.74332548540836e-50,3.94996588686938e-48
"GALNT15",-3.69883096616274,2.39953911321683,-16.3145708824606,6.41947275899468e-50,4.39595533285123e-48
"PLA2G1B",-4.41416562183496,-2.68423696091384,-16.259155559184,1.19797594484524e-49,8.16834499388683e-48
"CDH19",-4.79795500288076,0.332957921297836,-16.2442381422515,1.41686079796902e-49,9.61951602450165e-48
"IP6K3",-3.85877658547093,-1.39239352015317,-16.2150620379994,1.96695797127387e-49,1.32974728892034e-47
